Table,Column,Type,Size,Description
V_WQ_ITEM,PatientPCU_ID,bigint,,Reference to PatientPCU
V_WQ_ITEM,PatientPCUName,varchar,50,Patient PCU Name
V_WQ_ITEM,ProcessDate,datetime,,Process Date
V_WQ_ITEM,SenderNumber,varchar,30,Sender Number
V_WQ_ITEM,Stat,int,,Stat
V_WQ_ITEM,UIEnabled,bit,,UI Enabled
V_WQ_ITEM,UserCommentsCount,int,,User Comments Count
V_WQ_ITEM,WorkQueueName,varchar,50,Work Queue Name
V_WQ_ITEM,WqID,int,,Wq ID
V_WQ_ITEM,WqItemAttachmentPath,varchar,128,Wq Item Attachment Path
V_WQ_ITEM,WqItemDescription,varchar,512,Wq Item Description
V_WQ_ITEM,WqItemID,int,,Wq Item ID
V_WQ_ITEM,WqItemLocked,bit,,Wq Item Locked
V_WQ_ITEM,WqItemLockedClinicianID,bigint,,Wq Item Locked Clinician ID
V_WQ_ITEM,WqItemLockedDate,datetime,,Wq Item Locked Date
V_WQ_ITEM,WqItemProcessed,bit,,Wq Item Processed
V_WQ_ITEM,WqItemProcessedClinicianID,bigint,,Wq Item Processed Clinician ID
V_WQ_ITEM,WqItemSenderID,bigint,,Wq Item Sender ID
V_WQ_ITEM,WqItemSenderName,varchar,50,Wq Item Sender Name
V_WQ_ITEM,WqItemTypeID,int,,Wq Item Type ID
V_WQ_ITEM,WqItemTypeName,varchar,8,Wq Item Type Name

V_WQ_ITEM_LOG,,,,V _WQ _ITEM _LOG
V_WQ_ITEM_LOG,ClinicianId,bigint,,Clinician Id
V_WQ_ITEM_LOG,ClinicianName,varchar,60,Clinician Name
V_WQ_ITEM_LOG,EntryDate,datetime,,Entry Date
V_WQ_ITEM_LOG,LogDescription,varchar,512,Log Description
V_WQ_ITEM_LOG,PatientID,bigint,,Patient ID
V_WQ_ITEM_LOG,WqItemEntryDate,datetime,,Wq Item Entry Date
V_WQ_ITEM_LOG,WqItemId,int,,Wq Item Id
V_WQ_ITEM_LOG,WqItemLogActionId,int,,Wq Item Log Action Id
V_WQ_ITEM_LOG,WqItemLogActionName,varchar,50,Wq Item Log Action Name
V_WQ_ITEM_LOG,WqItemLogId,int,,Wq Item Log Id

V_WQ_ITEM_SUMMARY,,,,V _WQ _ITEM _SUMMARY
V_WQ_ITEM_SUMMARY,AvgTime,int,,Avg Time
V_WQ_ITEM_SUMMARY,MaxTime,int,,Max Time
V_WQ_ITEM_SUMMARY,MinTime,int,,Min Time
V_WQ_ITEM_SUMMARY,Name,varchar,60,Name
V_WQ_ITEM_SUMMARY,OrdersCount,int,,Orders Count

V_WQ_ITEM_TXFER_ESCALATION,,,,V _WQ _ITEM _TXFER _ESCALATION
V_WQ_ITEM_TXFER_ESCALATION,EntryDate,datetime,,Entry Date
V_WQ_ITEM_TXFER_ESCALATION,ProcessedDate,datetime,,Processed Date
V_WQ_ITEM_TXFER_ESCALATION,ReceiverWqID,int,,Receiver Wq ID
V_WQ_ITEM_TXFER_ESCALATION,ReceiverWqName,varchar,50,Receiver Wq Name
V_WQ_ITEM_TXFER_ESCALATION,ScheduledDate,datetime,,Scheduled Date
V_WQ_ITEM_TXFER_ESCALATION,WqItemID,int,,Wq Item ID
V_WQ_ITEM_TXFER_ESCALATION,WqItemTxferEscalationID,int,,Wq Item Txfer Escalation ID

VisitCareLevel,,,,Visit Care Level
VisitCareLevel,CareBeginDateTime,datetime,,Care Begin Date Time
VisitCareLevel,CareEndDateTime,datetime,,Care End Date Time
VisitCareLevel,FromLevelOfCare,varchar,20,From Level Of Care
VisitCareLevel,LevelOfCare,varchar,20,Level Of Care
VisitCareLevel,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitCareLevel,RowVersionNumber,int,,Row Version Number
VisitCareLevel,VisitCareLevel_ID,bigint,,ID for VisitCareLevel

VisitCarePlan,,,,Visit Care Plan
VisitCarePlan,CarePlan,varchar,20,Care Plan
VisitCarePlan,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitCarePlan,RowVersionNumber,int,,Row Version Number
VisitCarePlan,VisitCarePlan_ID,bigint,,ID for VisitCarePlan

VisitCharge,,,,Visit Charge
VisitCharge,AccountsReceivableStatus,int,,Accounts Receivable Status
VisitCharge,BasisOfCostDetermination,varchar,20,Basis Of Cost Determination
VisitCharge,ChargeDateTime,datetime,,Charge Date Time
VisitCharge,ChargeForBeginDateTime,datetime,,Charge For Begin Date Time
VisitCharge,ChargeForEndDateTime,datetime,,Charge For End Date Time
VisitCharge,ChargeGeneratedTime,datetime,,Charge Generated Time
VisitCharge,ChargeType,varchar,20,Charge Type
VisitCharge,ClaimFillNumber,int,,Claim Fill Number
VisitCharge,CoinsuranceAmount,decimal,"10,2",Coinsurance Amount
VisitCharge,ConsolidatedInVisitCharge_ID,bigint,,Reference to ConsolidatedInVisitCharge
VisitCharge,ContractCharge,decimal,"10,2",Contract Charge
VisitCharge,CopayAmount,decimal,"10,2",Copay Amount
VisitCharge,CreditOfVisitCharge_ID,bigint,,Reference to CreditOfVisitCharge
VisitCharge,DeductibleAmount,decimal,"10,2",Deductible Amount
VisitCharge,DispenseProduct_ID,bigint,,Reference to DispenseProduct
VisitCharge,DispenseSize,decimal,"15,5",Dispense Size
VisitCharge,DispensingFee,decimal,"10,2",Dispensing Fee
VisitCharge,ExtendedCharge,decimal,"10,2",Extended Charge
VisitCharge,FlatSalesTaxAmount,decimal,"10,2",Flat Sales Tax Amount
VisitCharge,HCPCSCode,varchar,20,HCPCS Code
VisitCharge,HCPCSQuantity,decimal,"15,5",HCPCS Quantity
VisitCharge,HospitalService,varchar,50,Hospital Service
VisitCharge,IngredientCharge,decimal,"10,2",Ingredient Charge
VisitCharge,InsuranceContract_ID,bigint,,Reference to InsuranceContract
VisitCharge,ItemCode,varchar,15,Item Code
VisitCharge,ItemCodingSystem,varchar,10,Item Coding System
VisitCharge,ItemText,varchar,100,Item Text
VisitCharge,JWModifier,varchar,20,JW Modifier
VisitCharge,Location_ID,bigint,,Reference to Location
VisitCharge,Measure,varchar,10,Measure
VisitCharge,NDC,varchar,20,NDC
VisitCharge,Notes,varchar,5000,Notes
VisitCharge,Order_ID,bigint,,Reference to Order
VisitCharge,OriginalExtendedCharge,decimal,"10,2",Original Extended Charge
VisitCharge,PatientPaidAmount,decimal,"10,2",Patient Paid Amount
VisitCharge,PatientResponsibility,bool,,Is Patient Responsibility?
VisitCharge,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitCharge,Payment_ID,bigint,,Reference to Payment
VisitCharge,PercentageSalesTaxAmount,decimal,"10,2",Percentage Sales Tax Amount
VisitCharge,PercentageSalesTaxBasis,varchar,20,Percentage Sales Tax Basis
VisitCharge,PercentageSalesTaxRate,decimal,"5,2",Percentage Sales Tax Rate
VisitCharge,PlacerAppID,varchar,50,Placer App ID
VisitCharge,PlacerOrderNumber,varchar,50,Placer Order Number
VisitCharge,PostingDateTime,datetime,,Posting Date Time
VisitCharge,Quantity,decimal,"15,5",Quantity
VisitCharge,RebillInsuranceCompany_ID,bigint,,Reference to RebillInsuranceCompany
VisitCharge,ReferenceNumber,varchar,20,Reference Number
VisitCharge,RowVersionNumber,int,,Row Version Number
VisitCharge,Sent,bool,,Is Sent?
VisitCharge,SentDateTime,datetime,,Sent Date Time
VisitCharge,Staff_ID,bigint,,Reference to Staff
VisitCharge,SubChargeOfVisitCharge_ID,bigint,,Reference to SubChargeOfVisitCharge
VisitCharge,TherapyAdmin_ID,bigint,,Reference to TherapyAdmin
VisitCharge,UnitCharge,decimal,"10,2",Unit Charge
VisitCharge,UnitCost,decimal,"10,2",Unit Cost
VisitCharge,UnitQualifier,varchar,20,Unit Qualifier
VisitCharge,UsualAndCustomaryCharge,decimal,"10,2",Usual And Customary Charge
VisitCharge,VisitCharge_ID,bigint,,ID for VisitCharge
VisitCharge,VisitObservation_ID,bigint,,Reference to VisitObservation
VisitCharge,Wastage,bool,,Is Wastage?

VisitConcern,,,,Visit Concern
VisitConcern,ConcernDescription,varchar,100,Concern Description
VisitConcern,ConcernStaff_ID,bigint,,Reference to ConcernStaff
VisitConcern,ConcernStartDateTime,datetime,,Concern Start Date Time
VisitConcern,ConcernStopDateTime,datetime,,Concern Stop Date Time
VisitConcern,PatientConcern,bool,,Is Patient Concern?
VisitConcern,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitConcern,RowVersionNumber,int,,Row Version Number
VisitConcern,VisitConcern_ID,bigint,,ID for VisitConcern

VisitCondition,,,,Visit Condition
VisitCondition,AllValues,bool,,Is All Values?
VisitCondition,CheckResult,bool,,Is Check Result?
VisitCondition,Condition_ID,bigint,,Reference to Condition
VisitCondition,EvaluationTime,datetime,,Evaluation Time
VisitCondition,ExpireTime,datetime,,Expire Time
VisitCondition,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitCondition,ReturnedValue,varchar,,Returned Value
VisitCondition,ReturnedValue2,varchar,,Returned Value2
VisitCondition,ReturnedValue3,varchar,,Returned Value3
VisitCondition,ReturnedValue4,varchar,,Returned Value4
VisitCondition,ReturnedValue5,varchar,,Returned Value5
VisitCondition,RowVersionNumber,int,,Row Version Number
VisitCondition,VisitCondition_ID,bigint,,ID for VisitCondition

VisitConsent,,,,Visit Consent
VisitConsent,AllMedications,bool,,Is All Medications?
VisitConsent,ConsentDocumentedByStaff_ID,bigint,,Reference to ConsentDocumentedByStaff
VisitConsent,ConsentExpiredDateTime,datetime,,Consent Expired Date Time
VisitConsent,ConsentGivenDateTime,datetime,,Consent Given Date Time
VisitConsent,ConsentGiver,varchar,20,Consent Giver
VisitConsent,ConsentGiverName,varchar,100,Consent Giver Name
VisitConsent,ConsentRequester,varchar,20,Consent Requester
VisitConsent,ConsentRequesterName,varchar,100,Consent Requester Name
VisitConsent,ConsentRequesterStaff_ID,bigint,,Reference to ConsentRequesterStaff
VisitConsent,ConsentRevokedDateTime,datetime,,Consent Revoked Date Time
VisitConsent,ConsentRevokedDocumentedByStaff_ID,bigint,,Reference to ConsentRevokedDocumentedByStaff
VisitConsent,ConsentRevokedMethod,varchar,20,Consent Revoked Method
VisitConsent,ConsentRevokedReason,varchar,200,Consent Revoked Reason
VisitConsent,ConsentType,varchar,20,Consent Type
VisitConsent,MaxDoseAmount,decimal,"15,5",Max Dose Amount
VisitConsent,MaxDoseHours,decimal,"10,2",Max Dose Hours
VisitConsent,MaxDoseUnits,varchar,30,Max Dose Units
VisitConsent,NamedProduct_ID,bigint,,Reference to NamedProduct
VisitConsent,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitConsent,ProductClassification,varchar,200,Product Classification
VisitConsent,ProductText,varchar,100,Product Text
VisitConsent,RowVersionNumber,int,,Row Version Number
VisitConsent,VisitConsent_ID,bigint,,ID for VisitConsent

VisitDiagnosis,,,,Visit Diagnosis
VisitDiagnosis,ConfidentialIndicator,bool,,Is Confidential Indicator?
VisitDiagnosis,DiagnosingStaff_ID,bigint,,Reference to DiagnosingStaff
VisitDiagnosis,DiagnosisClassification,varchar,20,Diagnosis Classification
VisitDiagnosis,DiagnosisCode,varchar,15,Diagnosis Code
VisitDiagnosis,DiagnosisCodingSystem,varchar,10,Diagnosis Coding System
VisitDiagnosis,DiagnosisDateTime,datetime,,Diagnosis Date Time
VisitDiagnosis,DiagnosisPriority,varchar,20,Diagnosis Priority
VisitDiagnosis,DiagnosisText,varchar,100,Diagnosis Text
VisitDiagnosis,DiagnosisType,varchar,20,Diagnosis Type
VisitDiagnosis,FinalDiagnosisDateTime,datetime,,Final Diagnosis Date Time
VisitDiagnosis,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitDiagnosis,RowVersionNumber,int,,Row Version Number
VisitDiagnosis,VisitDiagnosis_ID,bigint,,ID for VisitDiagnosis

VisitDispense,,,,Visit Dispense
VisitDispense,BatchHistory_ID,bigint,,Reference to BatchHistory
VisitDispense,Clarification,varchar,20,Clarification
VisitDispense,Comments,varchar,2000,Comments
VisitDispense,DaysSupply,int,,Days Supply
VisitDispense,DispenseDateTime,datetime,,Dispense Date Time
VisitDispense,DispenseReason,varchar,20,Dispense Reason
VisitDispense,Location_ID,bigint,,Reference to Location
VisitDispense,Order_ID,bigint,,Reference to Order
VisitDispense,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitDispense,RowVersionNumber,int,,Row Version Number
VisitDispense,Staff_ID,bigint,,Reference to Staff
VisitDispense,VisitDispense_ID,bigint,,ID for VisitDispense

VisitDocument,,,,Visit Document
VisitDocument,AllRequiredSignaturesAreSigned,bool,,Is All Required Signatures Are Signed?
VisitDocument,Confidentiality,varchar,20,Confidentiality
VisitDocument,DocumentData,varbinary,,Document Data
VisitDocument,DocumentDate,datetime,,Document Date
VisitDocument,DocumentFormat,varchar,10,Document Format
VisitDocument,DocumentName,varchar,100,Document Name
VisitDocument,DocumentPendingSignatureStaffIDs,varchar,200,Document Pending Signature Staff I Ds
VisitDocument,DocumentSource,varchar,100,Document Source
VisitDocument,DocumentStatus,varchar,20,Document Status
VisitDocument,DocumentSubject,varchar,200,Document Subject
VisitDocument,DocumentType,varchar,20,Document Type
VisitDocument,MeaningfulUseDataRecorded,bool,,Is Meaningful Use Data Recorded?
VisitDocument,Order_ID,bigint,,Reference to Order
VisitDocument,PatientConsent_ID,bigint,,Reference to PatientConsent
VisitDocument,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitDocument,RowVersionNumber,int,,Row Version Number
VisitDocument,StatusStaff_ID,bigint,,Reference to StatusStaff
VisitDocument,VisitConsent_ID,bigint,,Reference to VisitConsent
VisitDocument,VisitDocument_ID,bigint,,ID for VisitDocument

VisitEligibilityQuery,,,,Visit Eligibility Query
VisitEligibilityQuery,PatientFound,bool,,Is Patient Found?
VisitEligibilityQuery,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitEligibilityQuery,QueriedByStaff_ID,bigint,,Reference to QueriedByStaff
VisitEligibilityQuery,QueryMessage,varchar,200,Query Message
VisitEligibilityQuery,QueryStatus,varchar,20,Query Status
VisitEligibilityQuery,QueryTime,datetime,,Query Time
VisitEligibilityQuery,QueryType,varchar,10,Query Type
VisitEligibilityQuery,ResultsTime,datetime,,Results Time
VisitEligibilityQuery,RowVersionNumber,int,,Row Version Number
VisitEligibilityQuery,VisitEligibilityQuery_ID,bigint,,ID for VisitEligibilityQuery

VisitEncounterType,,,,Visit Encounter Type
VisitEncounterType,EncounterType,varchar,20,Encounter Type
VisitEncounterType,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitEncounterType,RowVersionNumber,int,,Row Version Number
VisitEncounterType,VisitEncounterType_ID,bigint,,ID for VisitEncounterType

VisitField,,,,Visit Field
VisitField,FieldValue,varchar,1000,Field Value
VisitField,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitField,RowVersionNumber,int,,Row Version Number
VisitField,UserDefinedField_ID,bigint,,Reference to UserDefinedField
VisitField,VisitField_ID,bigint,,ID for VisitField

VisitFlag,,,,Visit Flag
VisitFlag,FlagName,varchar,100,Flag Name
VisitFlag,FlagValue,varchar,3000,Flag Value
VisitFlag,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitFlag,RowVersionNumber,int,,Row Version Number
VisitFlag,VisitFlag_ID,bigint,,ID for VisitFlag

VisitIdentifier,,,,Visit Identifier
VisitIdentifier,AssigningAuthority,varchar,50,Assigning Authority
VisitIdentifier,Identifier,varchar,60,Identifier
VisitIdentifier,IdentifierType,varchar,20,Identifier Type
VisitIdentifier,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitIdentifier,RowVersionNumber,int,,Row Version Number
VisitIdentifier,VisitIdentifier_ID,bigint,,ID for VisitIdentifier

VisitImmunizationQuery,,,,Visit Immunization Query
VisitImmunizationQuery,PatientFound,bool,,Is Patient Found?
VisitImmunizationQuery,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitImmunizationQuery,QueriedByStaff_ID,bigint,,Reference to QueriedByStaff
VisitImmunizationQuery,QueryMessage,varchar,200,Query Message
VisitImmunizationQuery,QueryResponseStatus,varchar,20,Query Response Status
VisitImmunizationQuery,QueryStatus,varchar,20,Query Status
VisitImmunizationQuery,QueryTime,datetime,,Query Time
VisitImmunizationQuery,QueryType,varchar,10,Query Type
VisitImmunizationQuery,ResultsTime,datetime,,Results Time
VisitImmunizationQuery,RowVersionNumber,int,,Row Version Number
VisitImmunizationQuery,VisitImmunizationQuery_ID,bigint,,ID for VisitImmunizationQuery

VisitInstruction,,,,Visit Instruction
VisitInstruction,EnteredByStaff_ID,bigint,,Reference to EnteredByStaff
VisitInstruction,ESignedByStaff_ID,bigint,,Reference to ESignedByStaff
VisitInstruction,ESignedDateTime,datetime,,E Signed Date Time
VisitInstruction,Instruction_ID,bigint,,Reference to Instruction
VisitInstruction,InstructionComments,varchar,1000,Instruction Comments
VisitInstruction,InstructionDateTime,datetime,,Instruction Date Time
VisitInstruction,InstructionDescription,varchar,100,Instruction Description
VisitInstruction,OptionValueCodes,varchar,1000,Option Value Codes
VisitInstruction,OrderDateTime,datetime,,Order Date Time
VisitInstruction,OrderSource,varchar,20,Order Source
VisitInstruction,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitInstruction,PrescribingStaff_ID,bigint,,Reference to PrescribingStaff
VisitInstruction,RowVersionNumber,int,,Row Version Number
VisitInstruction,VisitInstruction_ID,bigint,,ID for VisitInstruction

VisitInsuranceAuthorization,,,,Visit Insurance Authorization
VisitInsuranceAuthorization,AuthorizationNumber,varchar,11,Authorization Number
VisitInsuranceAuthorization,EndDate,datetime,,End Date
VisitInsuranceAuthorization,EnteredAtTime,datetime,,Entered At Time
VisitInsuranceAuthorization,EnteredByStaff_ID,bigint,,Reference to EnteredByStaff
VisitInsuranceAuthorization,HospitalService,varchar,20,Hospital Service
VisitInsuranceAuthorization,Notes,varchar,,Notes
VisitInsuranceAuthorization,PatientInsurance_ID,bigint,,Reference to PatientInsurance
VisitInsuranceAuthorization,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitInsuranceAuthorization,RowVersionNumber,int,,Row Version Number
VisitInsuranceAuthorization,StartDate,datetime,,Start Date
VisitInsuranceAuthorization,Status,varchar,20,Status
VisitInsuranceAuthorization,VisitInsuranceAuthorization_ID,bigint,,ID for VisitInsuranceAuthorization

VisitInsuranceCoverage,,,,Visit Insurance Coverage
VisitInsuranceCoverage,PatientInsurance_ID,bigint,,Reference to PatientInsurance
VisitInsuranceCoverage,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitInsuranceCoverage,RowVersionNumber,int,,Row Version Number
VisitInsuranceCoverage,VisitInsuranceCoverage_ID,bigint,,ID for VisitInsuranceCoverage

VisitInsurerEligibilityQuery,,,,Visit Insurer Eligibility Query
VisitInsurerEligibilityQuery,InsuranceCompany_ID,bigint,,Reference to InsuranceCompany
VisitInsurerEligibilityQuery,PatientFound,bool,,Is Patient Found?
VisitInsurerEligibilityQuery,PatientInsurance_ID,bigint,,Reference to PatientInsurance
VisitInsurerEligibilityQuery,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitInsurerEligibilityQuery,QueriedByStaff_ID,bigint,,Reference to QueriedByStaff
VisitInsurerEligibilityQuery,QueryMessage,varchar,200,Query Message
VisitInsurerEligibilityQuery,QueryStatus,varchar,20,Query Status
VisitInsurerEligibilityQuery,QueryTime,datetime,,Query Time
VisitInsurerEligibilityQuery,QueryType,varchar,10,Query Type
VisitInsurerEligibilityQuery,ResponseMessage,varchar,,Response Message
VisitInsurerEligibilityQuery,ResponseType,int,,Response Type
VisitInsurerEligibilityQuery,ResultsTime,datetime,,Results Time
VisitInsurerEligibilityQuery,RowVersionNumber,int,,Row Version Number
VisitInsurerEligibilityQuery,VisitInsurerEligibilityQuery_ID,bigint,,ID for VisitInsurerEligibilityQuery

VisitIntervention,,,,Visit Intervention
VisitIntervention,AttachmentData,varbinary,,Attachment Data
VisitIntervention,AttachmentFormat,varchar,10,Attachment Format
VisitIntervention,ClosedLocation_ID,bigint,,Reference to ClosedLocation
VisitIntervention,CoAgentCode,varchar,15,Co Agent Code
VisitIntervention,CoAgentCodingSystem,varchar,10,Co Agent Coding System
VisitIntervention,Comments,varchar,,Comments
VisitIntervention,CommunicationMethod,varchar,20,Communication Method
VisitIntervention,CreatedLocation_ID,bigint,,Reference to CreatedLocation
VisitIntervention,DueDate,datetime,,Due Date
VisitIntervention,Duration,int,,Duration
VisitIntervention,EntryDate,datetime,,Entry Date
VisitIntervention,InteractionProduct_ID,bigint,,Reference to InteractionProduct
VisitIntervention,InterventionActivity_ID,bigint,,Reference to InterventionActivity
VisitIntervention,InterventionDate,datetime,,Intervention Date
VisitIntervention,InterventionStatus_ID,bigint,,Reference to InterventionStatus
VisitIntervention,LastUpdateDate,datetime,,Last Update Date
VisitIntervention,LevelOfEffort,varchar,20,Level Of Effort
VisitIntervention,MedicationDescription,varchar,300,Medication Description
VisitIntervention,Order_ID,bigint,,Reference to Order
VisitIntervention,PatientVisit_ID,bigint,,Reference to PatientVisit
VisitIntervention,ProfessionalService,varchar,20,Professional Service
VisitIntervention,ReasonForService,varchar,20,Reason For Service
VisitIntervention,Recommendation,varchar,20,Recommendation
